x,y,z,t,u,v,w,p,d,dx,dy,dz
0.0041925,2.54155e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0037104782,3.83322e-05,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.000908435,-0.0026938191,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0005435823,-0.0023521,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0009081233,0.0026934747,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0005435823,0.0023521,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.0019798683,0.0045903585,0.0014023881,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.0045892532,-0.0019828027,0.0014029165,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.0019818421,-0.0045896147,0.0485969559,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
-0.0045899874,0.0019808586,0.0485957094,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0021058884,-0.001042482,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0020969131,0.0010435263,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0033120494,0.0014853353,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0031170571,0.0019241738,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0027071186,0.0015297378,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.003322,-0.0014991,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
0.0031181396,-0.0019357623,0.05,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
