x,y,z,t,d,dx,dy,dz,eta
-0.0023168238,0.0044265558,0.0011891481,0.0025,2.1079671569168568e-05,-9.612100257072598e-06,1.8760600141831674e-05,0,2.107887733354078e-05
-0.0040391618,-0.0029426663,0.0010610446,0.0025,1.8634098523762077e-05,-1.5094699847395532e-05,-1.092610000341665e-05,0,1.8634010775348507e-05
-0.0043800432,-0.0024015377,0.0015494056,0.0025,2.8772690711775795e-05,-2.5232500775018707e-05,-1.3827099792251829e-05,0,2.877269027965531e-05
-0.0044262256,-0.0023174939,0.0011928131,0.0025,2.140127071470488e-05,-1.9076700482401066e-05,-9.700200280349236e-06,0,2.1399755403888818e-05
0.0004850087,-0.0049756758,0.0496053582,0.0025,1.000000013351432e-10,0.0,1.000000013351432e-10,0,-9.95282797150443e-11
0.0004842646,0.0049756981,0.0003887455,0.0025,6.023582500347402e-06,5.911999778618338e-07,5.99450004301616e-06,0,6.023577658585862e-06
0.0028544873,-0.0041017943,0.0016192457,0.0025,2.9859531423426233e-05,1.6767700799391605e-05,-2.470700019330252e-05,0,2.985749425689181e-05
0.0024634265,-0.0043486416,0.0020376674,0.0025,3.8562604459002614e-05,1.884039920696523e-05,-3.364689837326296e-05,0,3.856213433681057e-05
0.0023757444,-0.0043975901,0.0016495307,0.0025,3.057015419472009e-05,1.422080003976589e-05,-2.7061099899583496e-05,0,3.0568153825384636e-05
0.004104381,0.0028503757,0.0016191613,0.0025,2.9749497116426937e-05,2.468029924784787e-05,1.6610700185992755e-05,0,2.974634168766751e-05
0.0043476732,0.0024653405,0.0020375613,0.0025,3.841761645162478e-05,3.362019924679771e-05,1.8590200852486305e-05,0,3.841542159930492e-05
0.0043979788,0.002374954,0.0016496728,0.0025,3.053783439099789e-05,2.7096599296783097e-05,1.4083099813433364e-05,0,3.053403364365343e-05
0.0028567611,0.0041003525,0.0483799178,0.0025,6.403124142018157e-10,-4.000000053405728e-10,-4.999999858590343e-10,0,-6.389087826505491e-10
0.0024639984,0.0043483527,0.0479622748,0.0025,9.43398137387419e-10,-4.999999858590343e-10,-8.000000106811456e-10,0,-9.425235522608766e-10
0.0023698254,0.0044005013,0.0483500472,0.0025,6.708203992289441e-10,-2.999999970665357e-10,-5.999999941330714e-10,0,-6.705114432431492e-10
0.0041019376,-0.0028542739,0.0483813919,0.0025,6.403124142018157e-10,-4.999999858590343e-10,4.000000053405728e-10,0,-6.388836829365752e-10
0.0043429588,-0.0024747046,0.0479606565,0.0025,9.43398137387419e-10,-8.000000106811456e-10,4.999999858590343e-10,0,-9.426181345889573e-10
0.0043969534,-0.0023770386,0.0483500618,0.0025,6.708203992289441e-10,-5.999999941330714e-10,2.999999970665357e-10,0,-6.704778607313777e-10
0.0010973024,0.0048751994,0.0007047018,0.0025,1.1465302122815046e-05,2.5439999262744095e-06,1.1179499779245816e-05,0,1.1465270418556037e-05
0.0011054696,-0.0048730056,0.0492930852,0.0025,2.000000026702864e-10,0.0,2.000000026702864e-10,0,-1.9504413015236644e-10
0.0048697265,0.0011180209,0.0492935041,0.0025,2.2360679974298137e-10,-2.000000026702864e-10,-1.000000013351432e-10,0,-2.1730509405792908e-10
0.0048693543,-0.001119406,0.0007069905,0.0025,1.1684577657433692e-05,1.137629988079425e-05,-2.6662999061954906e-06,0,1.1684472185105772e-05
-0.0047335176,-0.0015981133,0.0495602803,0.0025,1.000000013351432e-10,1.000000013351432e-10,0.0,0,-9.474588561625419e-11
-0.0047326357,0.0016004185,0.0004381873,0.0025,6.767554168618517e-06,-6.426299933082191e-06,2.121900024576462e-06,0,6.767380338720125e-06
-0.0015095313,-0.0047661802,0.00042271,0.0025,6.5380072555853985e-06,-2.12510008168465e-06,-6.1830000959162135e-06,0,6.536074880885909e-06
-0.0015075344,0.004766703,0.0495810082,0.0025,1.000000013351432e-10,0.0,-1.000000013351432e-10,0,-9.534527768001455e-11
-0.0019968451,0.0045839344,0.0009541352,0.0025,1.6316604160238057e-05,-6.6743000388669316e-06,1.4889100384607445e-05,0,1.6315693756169952e-05
-0.0024955514,0.0043321233,0.0008118238,0.0025,1.3678727555088699e-05,-6.852899787190836e-06,1.1838300451927353e-05,0,1.3678697012333742e-05
-0.001996949,-0.0045838953,0.0490454739,0.0025,3.162277661949986e-10,1.000000013351432e-10,2.999999970665357e-10,0,-3.1497331912794246e-10
-0.002497795,-0.0043306754,0.0491858284,0.0025,3.6055514129884614e-10,2.000000026702864e-10,2.999999970665357e-10,0,-3.597974513810942e-10
-0.004583453,0.0019978991,0.0490442611,0.0025,3.6055514129884614e-10,2.999999970665357e-10,-2.000000026702864e-10,0,-3.5492568432882177e-10
