x,y,z,t,u,v,w,p,d,dx,dy,dz,eta
0.0048907,-0.0010396,0.0301,0.0025,-0.0003314855,7.29478e-05,0.0,-6.448001,1.821461523832113e-07,-1.779000058377278e-07,3.9100001458791667e-08,0.0,-1.8214181732919416e-07
0.0049726,-0.0005226628,0.0298,0.0025,-0.0003400367,3.73273e-05,0.0,-6.806284,1.8799914869305212e-07,-1.8679999413961923e-07,2.1199999977739026e-08,0.0,-1.8799269988802048e-07
0.0048907,-0.0010396,0.0296,0.0025,-0.0003389681,7.45663e-05,0.0,-7.259263,1.9403385920213623e-07,-1.8949999969208875e-07,4.170000167391663e-08,0.0,-1.940289011334584e-07
0.0049726,0.0005226628,0.0192,0.0025,0.0051694483,0.0004628177,0.0,-11.23217,1.8899836504715495e-06,1.8826000314220437e-06,1.6689999426944269e-07,0.0,1.8897326840086603e-06
0.0048907,0.0010396,0.0189,0.0025,0.0052031797,0.0010328766,0.0,-4.646597,2.138533773177187e-06,2.0979000510124024e-06,4.149000005782e-07,0.0,2.1383182095815675e-06
0.0049726,0.0005226628,0.0187,0.0025,0.0053182465,0.0004432378,0.0,-0.2305391,2.3360403247352224e-06,2.327599986529094e-06,1.984000022048349e-07,0.0,2.335587625749286e-06
0.0048907,0.0010396,0.0209,0.0025,0.0029416978,0.0006544978,0.0,-27.28362,6.064108220016351e-07,5.901000008634583e-07,1.397000062297593e-07,0.0,6.062503173451944e-07
0.0048907,0.0010396,0.0204,0.0025,0.0037634338,0.0008167028,0.0,-25.81746,9.209023801304284e-07,8.988999979919754e-07,2.0010000412185036e-07,0.0,9.208601011523668e-07
0.0049726,0.0005226628,0.0207,0.0025,0.0033018877,0.0003637852,0.0,-27.4829,7.188482982201094e-07,7.139000217648572e-07,8.420000341402556e-08,0.0,7.187905249539037e-07
0.0048907,0.0010396,0.0104,0.0025,0.0577063781,0.0115448552,0.0,404.4997,3.441220542299561e-05,3.372329956619069e-05,6.851199941593222e-06,0.0,3.441081611296401e-05
0.0048907,0.0010396,0.0099,0.0025,0.0596835485,0.0118960643,0.0,482.2135,4.035671008750796e-05,3.954299972974695e-05,8.06319985713344e-06,0.0,4.035533199481939e-05
0.0049726,0.0005226628,0.0102,0.0025,0.0597926488,0.0054010974,0.0,453.059,3.688943252200261e-05,3.6726298276335e-05,3.4653999136935454e-06,0.0,3.688735605234753e-05
0.0049726,0.0005226628,0.0107,0.0025,0.0568922795,0.0051785229,0.0,346.9487,3.1179486541077495e-05,3.1044601200846955e-05,2.897100102927652e-06,0.0,3.11773754529919e-05
0.0048907,0.0010396,0.0124,0.0025,0.038128718,0.00783958,0.0,119.8626,1.5555346180917695e-05,1.524460003565764e-05,3.09369988826802e-06,0.0,1.5554685974154304e-05
0.0048907,0.0010396,0.0119,0.0025,0.0441814384,0.0090120868,0.0,160.4555,1.935675390996039e-05,1.8971999452332966e-05,3.840199951810064e-06,0.0,1.93558404640937e-05
0.0049726,0.0005226628,0.0122,0.0025,0.041293915,0.0039755403,0.0,133.9088,1.706368857412599e-05,1.6986499758786522e-05,1.6211999991355697e-06,0.0,1.7062909681172383e-05
0.0049726,0.0005226628,0.0127,0.0025,0.0349581908,0.0034055338,0.0,85.63005,1.36355347422068e-05,1.3572500392911024e-05,1.309599952037388e-06,0.0,1.3635039753366954e-05
0.0048907,0.0010396,0.0134,0.0025,0.0256251531,0.0052991256,0.0,39.57244,9.879216122499201e-06,9.683200005383696e-06,1.9582000732043525e-06,0.0,9.87873152737042e-06
0.0049726,0.0005226628,0.0137,0.0025,0.0224764368,0.0021611979,0.0,39.19951,8.650297786516603e-06,8.610800250608008e-06,8.256999990408076e-07,0.0,8.649938573578562e-06
0.0048907,0.0010396,0.0139,0.0025,0.019862895,0.0040854655,0.0,29.66159,7.929348612378817e-06,7.774900041113142e-06,1.5573999689877382e-06,0.0,7.928801411092798e-06
0.0049726,0.0005226628,0.0147,0.0025,0.0126913862,0.0011713547,0.0,27.06295,5.888447049073875e-06,5.8638001974031795e-06,5.382000267672993e-07,0.0,5.887934980182245e-06
0.0048907,0.0010396,0.0144,0.0025,0.0148885334,0.0030357478,0.0,27.21182,6.503477834485238e-06,6.379600108630257e-06,1.2632999641937204e-06,0.0,6.502845214559176e-06
0.0049726,0.0005226628,0.0142,0.0025,0.0171026673,0.001605909,0.0,25.58126,7.030030246824026e-06,6.9992997850931715e-06,6.565999797203403e-07,0.0,7.029590773020324e-06
0.0048907,0.0010396,0.0154,0.0025,0.0080684534,0.0016001364,0.0,29.41805,4.855274255533004e-06,4.767699920193991e-06,9.180000120068144e-07,0.0,4.854377212926142e-06
0.0049726,0.0005226628,0.0157,0.0025,0.0069485256,0.0006285706,0.0,34.93384,4.587714101944584e-06,4.569899829220958e-06,4.039000032207696e-07,0.0,4.58708490855015e-06
0.0049726,0.0005226628,0.0152,0.0025,0.0093187942,0.0008527021,0.0,25.30023,5.120586592965992e-06,5.100000180391362e-06,4.5869998643865983e-07,0.0,5.120009135065051e-06
0.0048907,-0.0010396,0.0366,0.0025,-0.0001217385,2.56774e-05,0.0,-1.066623,5.109060552399569e-08,-5.000000058430487e-08,1.0499999980595476e-08,0.0,-5.109045157335873e-08
0.0049726,-0.0005226628,0.0363,0.0025,-0.00013174,1.36602e-05,0.0,-1.192166,5.488642784712283e-08,-5.460000096491058e-08,5.600000019256868e-09,0.0,-5.4886254289773784e-08
0.0049726,-0.0005226628,0.0368,0.0025,-0.0001190297,1.22194e-05,0.0,-1.026217,4.886685900373777e-08,-4.860000046846835e-08,5.099999977886682e-09,0.0,-4.886685924312961e-08
0.0048907,-0.0010396,0.0346,0.0025,-0.000180697,3.86787e-05,0.0,-2.028465,8.011747354430554e-08,-7.839999938141773e-08,1.6499999588859282e-08,0.0,-8.011731322983551e-08
0.0049726,-0.0005226628,0.0343,0.0025,-0.0001939324,2.04153e-05,0.0,-2.121453,8.575272403277268e-08,-8.530000172868313e-08,8.799999839936845e-09,0.0,-8.575256744622339e-08
0.0049726,-0.0005226628,0.0348,0.0025,-0.0001767802,1.837e-05,0.0,-1.858282,7.679713576180802e-08,-7.639999921593699e-08,7.799999757196474e-09,0.0,-7.67967938365352e-08
0.0048907,-0.0010396,0.0361,0.0025,-0.0001342801,2.83053e-05,0.0,-1.268386,5.722971252453135e-08,-5.60000010807471e-08,1.1800000088157958e-08,0.0,-5.722962260947678e-08
0.0049726,-0.0005226628,0.0358,0.0025,-0.0001452466,1.51903e-05,0.0,-1.345479,6.142393971231286e-08,-6.110000327907983e-08,6.3000000771751274e-09,0.0,-6.142381660592666e-08
0.0048907,-0.0010396,0.0341,0.0025,-0.0001975529,4.25707e-05,0.0,-2.279729,8.931584716265206e-08,-8.739999657336739e-08,1.8399999746065987e-08,0.0,-8.931567372326421e-08
0.0049726,-0.0005226628,0.0353,0.0025,-0.000160277,1.66999e-05,0.0,-1.551345,6.875725233612684e-08,-6.839999855401402e-08,7.000000135093387e-09,0.0,-6.875699607843816e-08
0.0048907,-0.0010396,0.0356,0.0025,-0.0001481862,3.127e-05,0.0,-1.456577,6.417226927624142e-08,-6.279999809066794e-08,1.3200000203994477e-08,0.0,-6.417210223017694e-08
0.0048907,-0.0010396,0.0351,0.0025,-0.000163862,3.47847e-05,0.0,-1.684852,7.174315186375679e-08,-7.020000225566037e-08,1.4800000336379071e-08,0.0,-7.174305343814885e-08
0.0048907,-0.0010396,0.0386,0.0025,-7.90417e-05,1.67268e-05,0.0,-0.5101583,3.126211822745972e-08,-3.0599998979141674e-08,6.4000000854491645e-09,0.0,-3.126195041204538e-08
0.0048907,-0.0010396,0.0391,0.0025,-7.0361e-05,1.48915e-05,0.0,-0.3910743,2.7280945502639042e-08,-2.6700000432811066e-08,5.600000019256868e-09,0.0,-2.7280845691854405e-08
0.0049726,-0.0005226628,0.0388,0.0025,-7.68381e-05,8.0173e-06,0.0,-0.4544802,2.956298317258188e-08,-2.9400000656210068e-08,3.100000034450545e-09,0.0,-2.9562982001643534e-08
0.0049726,-0.0005226628,0.0293,0.0025,-0.0003440493,3.89384e-05,0.0,-7.872632,1.9958369534833764e-07,-1.9830000042020401e-07,2.2600000093575545e-08,0.0,-1.9957604228265646e-07
0.0048907,-0.0010396,0.0376,0.0025,-9.81438e-05,2.05328e-05,0.0,-0.7089021,4.0264747980245374e-08,-3.939999970725694e-08,8.29999979856666e-09,0.0,-4.026468179187115e-08
0.0049726,-0.0005226628,0.0373,0.0025,-0.000106909,1.101e-05,0.0,-0.8219023,4.343374371273967e-08,-4.320000002167035e-08,4.49999992824246e-09,0.0,-4.3433723792042633e-08
0.0048907,-0.0010396,0.0371,0.0025,-0.0001096189,2.30482e-05,0.0,-0.8710728,4.548197551912381e-08,-4.449999835287599e-08,9.399999889581068e-09,0.0,-4.548193756597624e-08
0.0049726,-0.0005226628,0.0393,0.0025,-6.81166e-05,7.1619e-06,0.0,-0.3668389,2.5940893877418603e-08,-2.5800000358344732e-08,2.7000000013543968e-09,0.0,-2.5940891702075364e-08
0.0049726,-0.0005226628,0.0383,0.0025,-8.59503e-05,8.9731e-06,0.0,-0.562562,3.379230761879626e-08,-3.359999922736279e-08,3.6000000758207307e-09,0.0,-3.3792238443228206e-08
0.0048907,-0.0010396,0.0381,0.0025,-8.80592e-05,1.84664e-05,0.0,-0.6004737,3.5557420119403105e-08,-3.479999932665123e-08,7.3000001599154984e-09,0.0,-3.555729092587223e-08
0.0049726,-0.0005226628,0.0378,0.0025,-9.58136e-05,9.9511e-06,0.0,-0.6579753,3.840885298700414e-08,-3.8199999607968493e-08,3.999999886872274e-09,0.0,-3.840885019236462e-08
0.0049726,-0.0005226628,0.0313,0.0025,-0.0003003539,3.28527e-05,0.0,-5.04164,1.5163354305514076e-07,-1.507000035871897e-07,1.6799999613681393e-08,0.0,-1.5163053180503733e-07
-0.0049726,0.0005226628,0.0293,0.0025,0.000340509,-3.76135e-05,0.0,-7.59066,1.9927411187836697e-07,1.9809999685094226e-07,-2.1600000010835174e-08,0.0,-1.992726055268998e-07
-0.0048907,0.0010396,0.0291,0.0025,0.0003342377,-7.36644e-05,0.0,-7.940094,2.0348218754406844e-07,1.9879999513250368e-07,-4.340000003821842e-08,0.0,-2.0347912113409528e-07
0.0049726,0.0005226628,0.0172,0.0025,0.0048096321,0.0003739609,0.0,30.00234,3.5247740015620366e-06,3.512599960231455e-06,2.9270000823089504e-07,0.0,3.523953344321956e-06
0.0048907,0.0010396,0.0174,0.0025,0.0047706427,0.0008764265,0.0,26.65044,3.3636397347436287e-06,3.3040000744222198e-06,6.306000273070822e-07,0.0,3.3629085959873198e-06
0.0049726,0.0005226628,0.0177,0.0025,0.00501106,0.0003790414,0.0,22.12664,3.1713411772216205e-06,3.160500000376487e-06,2.619999861508404e-07,0.0,3.170573096503669e-06
0.0048907,0.0010396,0.0179,0.0025,0.0050063261,0.0009302785,0.0,17.91995,2.99473117593152e-06,2.9411999094008934e-06,5.636999844682578e-07,0.0,2.994127321204014e-06
0.0049726,0.0005226628,0.0182,0.0025,0.0052416767,0.0004079129,0.0,13.59308,2.776600695142406e-06,2.767000069070491e-06,2.3069999599556468e-07,0.0,2.77595690294577e-06
0.0048907,0.0010396,0.0184,0.0025,0.0051847141,0.0009940859,0.0,9.520202,2.582442220955272e-06,2.5352001102874056e-06,4.917000069326605e-07,0.0,2.582029740720408e-06
0.0048907,-0.0010396,0.0291,0.0025,-0.0003409807,7.47213e-05,0.0,-8.099481,2.0499963682141242e-07,-2.0020000590648124e-07,4.409999831977984e-08,0.0,-2.0499406967744438e-07
0.0048907,0.0010396,0.0089,0.0025,0.0584801744,0.0116474384,0.0,676.4715,5.263572165858932e-05,5.15669999003876e-05,1.055289976648055e-05,0.0,5.263422053397235e-05
0.0049726,0.0005226628,0.0092,0.0025,0.060765224,0.0054495757,0.0,602.5814,4.915765020996332e-05,4.893220102530904e-05,4.702600108430488e-06,0.0,4.915571698145809e-05
0.0048907,0.0010396,0.0094,0.0025,0.0599770214,0.0119274965,0.0,573.3854,4.647497189580463e-05,4.5534699893323705e-05,9.301300451625139e-06,0.0,4.647351651397569e-05
0.0049726,0.0005226628,0.0097,0.0025,0.0611494103,0.0054958889,0.0,519.1791,4.2946849134750664e-05,4.275319952284917e-05,4.073800027981633e-06,0.0,4.294483705952288e-05
0.0048907,0.0010396,0.0109,0.0025,0.0543049267,0.0108905543,0.0,307.8167,2.8855660275439732e-05,2.8284299332881346e-05,5.713799964723876e-06,0.0,2.8854191645482502e-05
0.0049726,0.0005226628,0.0112,0.0025,0.0527141114,0.0048504781,0.0,259.4371,2.5949957489501685e-05,2.5838700821623206e-05,2.4004000351851573e-06,0.0,2.5948071473368486e-05
0.0048907,0.0010396,0.0114,0.0025,0.0496843519,0.0100306117,0.0,232.0314,2.379850957368035e-05,2.3328599127125926e-05,4.705900209955871e-06,0.0,2.3797229437561712e-05
0.0049726,0.0005226628,0.0117,0.0025,0.0473327823,0.0044582641,0.0,203.8725,2.1184203433222137e-05,2.1091300368425436e-05,1.9818000964733073e-06,0.0,2.1182918604279247e-05
0.0048907,0.0010396,0.0129,0.0025,0.0318161596,0.0065759678,0.0,66.48814,1.240163419424789e-05,1.2153600437159184e-05,2.4679000034666387e-06,0.0,1.2401120119708009e-05
0.0049726,0.0005226628,0.0132,0.0025,0.028542574,0.0027871096,0.0,54.78093,1.083118695532903e-05,1.0780599950521719e-05,1.0456000154590583e-06,0.0,1.083083809076766e-05
0.0048907,0.0010396,0.0149,0.0025,0.0109598518,0.0022067945,0.0,29.05062,5.520669219549745e-06,5.418400178314187e-06,1.057700046658283e-06,0.0,5.519903107929422e-06
0.0048907,-0.0010396,0.0306,0.0025,-0.0003189691,6.94646e-05,0.0,-5.644173,1.697272153933227e-07,-1.6580000306021248e-07,3.630000122711863e-08,0.0,-1.6972407651180688e-07
0.0049726,-0.0005226628,0.0303,0.0025,-0.0003309776,3.57938e-05,0.0,-6.086248,1.7600596891043097e-07,-1.7489999493136565e-07,1.969999985362847e-08,0.0,-1.7600109565064914e-07
0.0049726,-0.0005226628,0.0308,0.0025,-0.0003171066,3.43315e-05,0.0,-5.476085,1.6392468182857556e-07,-1.628999939384812e-07,1.829999973779195e-08,0.0,-1.6392049250173873e-07
0.0048907,-0.0010396,0.0311,0.0025,-0.0003029928,6.54384e-05,0.0,-5.117898,1.5721072088581423e-07,-1.5359999849806627e-07,3.350000099544559e-08,0.0,-1.5720852112287298e-07
0.0048907,0.0010396,0.0159,0.0025,0.0061292717,0.0011919324,0.0,33.05962,4.388687557366211e-06,4.310600161261391e-06,8.242000149039086e-07,0.0,4.387763799722916e-06
0.0049726,0.0005226628,0.0162,0.0025,0.0055214679,0.000482647,0.0,35.49119,4.187840204394888e-06,4.17220007875585e-06,3.616000014972087e-07,0.0,4.187142002244279e-06
0.0048907,0.0010396,0.0194,0.0025,0.0049547248,0.0010182864,0.0,-13.41721,1.699928020570951e-06,1.6656000525472336e-06,3.3989999792538583e-07,0.0,1.6998717123481097e-06
0.0049726,0.0005226628,0.0197,0.0025,0.0047374142,0.0004590825,0.0,-17.78336,1.4536417438648641e-06,1.4470000451183296e-06,1.3880000437893614e-07,0.0,1.4535816943040542e-06
0.0048907,0.0010396,0.0199,0.0025,0.004461709,0.0009419696,0.0,-21.5997,1.2888234550700872e-06,1.260799990632222e-06,2.673000096820033e-07,0.0,1.28882328338277e-06
0.0049726,0.0005226628,0.0202,0.0025,0.0040960748,0.0004244973,0.0,-23.97136,1.0593735169095453e-06,1.0535000001254957e-06,1.1139999855913629e-07,0.0,1.0593732904717532e-06
0.0049726,-0.0005226628,0.0408,0.0025,-4.64652e-05,4.6662e-06,0.0,-0.177844,1.6885792319953907e-08,-1.6799999613681393e-08,1.7000000296363282e-09,0.0,-1.688566594968549e-08
0.0048907,-0.0010396,0.0406,0.0025,-4.80523e-05,9.9275e-06,0.0,-0.1955702,1.786644965307005e-08,-1.7499999671599653e-08,3.6000000758207307e-09,0.0,-1.7866063960723932e-08
0.0049726,-0.0005226628,0.0403,0.0025,-5.2856e-05,5.4837e-06,0.0,-0.2175029,1.9602294898390937e-08,-1.9499999837080395e-08,1.999999943436137e-09,0.0,-1.960223367566266e-08
0.0048907,-0.0010396,0.0331,0.0025,-0.0002331879,5.12461e-05,0.0,-3.186922,1.0971645281188103e-07,-1.0730000354897129e-07,2.2900000118397656e-08,0.0,-1.0971641615370453e-07
0.0049726,-0.0005226628,0.0328,0.0025,-0.000247925,2.76812e-05,0.0,-3.251921,1.1615308892487519e-07,-1.1550000067472865e-07,1.2300000129528144e-08,0.0,-1.1615297969194e-07
0.0048907,-0.0010396,0.0326,0.0025,-0.0002521091,5.55135e-05,0.0,-3.493255,1.2082161049420392e-07,-1.1809999733713994e-07,2.550000033352262e-08,0.0,-1.20820983513098e-07
0.0049726,-0.0005226628,0.0323,0.0025,-0.0002665233,2.98173e-05,0.0,-3.848454,1.2743853972096986e-07,-1.267000016014208e-07,1.3700000245364663e-08,0.0,-1.2743796570270638e-07
0.0048907,-0.0010396,0.0411,0.0025,-4.19963e-05,8.644e-06,0.0,-0.1346151,1.5316983237312343e-08,-1.4999999464748726e-08,3.100000034450545e-09,0.0,-1.5316739413254177e-08
-0.0049726,-0.0005226671,0.0402,0.0025,5.27172e-05,5.3717e-06,0.0,-0.2332515,1.970177621046787e-08,1.9599999845354432e-08,1.999999943436137e-09,0.0,-1.9701685768924726e-08
-0.0049726,-0.0005226671,0.0407,0.0025,4.63132e-05,4.723e-06,0.0,-0.1739511,1.708478869488772e-08,1.6999999630229468e-08,1.7000000296363282e-09,0.0,-1.7084570164832558e-08
-0.0049726,-0.0005226671,0.0412,0.0025,4.08456e-05,4.1616e-06,0.0,-0.1349868,1.467685262213081e-08,1.4600000319830997e-08,1.500000013088254e-09,0.0,-1.4676812190063393e-08
-0.0049726,-0.0005226671,0.0417,0.0025,3.57526e-05,3.6497e-06,0.0,-0.09783181,1.2666886206602612e-08,1.2600000154350255e-08,1.2999999965401798e-09,0.0,-1.266686275921275e-08
-0.0049726,-0.0005226671,0.0422,0.0025,3.09255e-05,3.1789e-06,0.0,-0.06125694,1.0855874421622502e-08,1.0800000005417587e-08,1.0999999799921056e-09,0.0,-1.0855817599020323e-08
-0.005,0.0,0.037,0.0025,0.0001145676,-6.234e-07,0.0,-0.922393,4.600011038746743e-08,4.600000025334339e-08,-1.000000013351432e-10,0.0,-4.59999999992064e-08
-0.005,0.0,0.0375,0.0025,0.0001023199,-2.716e-07,0.0,-0.7357502,4.060012415152414e-08,4.0599999806545384e-08,-1.000000013351432e-10,0.0,-4.059999999909969e-08
-0.0049726,-0.0005226671,0.0372,0.0025,0.0001089223,1.09306e-05,0.0,-0.8558589,4.37321396873358e-08,4.349999827013562e-08,4.49999992824246e-09,0.0,-4.373208016376917e-08
-0.0049726,-0.0005226671,0.0377,0.0025,9.68728e-05,9.8504e-06,0.0,-0.7102155,3.859753761048523e-08,3.839999962451657e-08,3.899999878598237e-09,0.0,-3.859730109308235e-08
-0.005,0.0,0.0385,0.0025,8.05223e-05,-5.05e-08,0.0,-0.5201533,3.130016068553232e-08,3.130000081341677e-08,-1.000000013351432e-10,0.0,-3.12999999989641e-08
-0.0049726,-0.0005226671,0.0387,0.0025,7.62654e-05,7.8283e-06,0.0,-0.4664824,2.9652149180492415e-08,2.9500000664484105e-08,3.000000026176508e-09,0.0,-2.9651980788282517e-08
-0.0049726,-0.0005226671,0.0392,0.0025,6.7931e-05,6.9398e-06,0.0,-0.3682157,2.5930676272878372e-08,2.5800000358344732e-08,2.5999999930803597e-09,0.0,-2.59304383338696e-08
-0.0049726,-0.0005226671,0.0397,0.0025,6.00863e-05,6.1249e-06,0.0,-0.299199,2.2517770759122868e-08,2.240000007702747e-08,2.2999999682582484e-09,0.0,-2.2517705643675112e-08
-0.005,0.0,0.0125,0.0025,-0.0384419225,0.0002330692,0.0,95.91728,1.4802015357417986e-05,-1.4801999896008056e-05,-2.1500000002561137e-08,0.0,1.4802000046087657e-05
-0.005,0.0,0.013,0.0025,-0.031729126,0.0002134774,0.0,58.84832,1.1635464943537954e-05,-1.1635400369414128e-05,-3.899999967416079e-08,0.0,1.163540015174623e-05
-0.0049726,0.0005226671,0.0128,0.0025,-0.0344559079,0.0037664628,0.0,69.69649,1.2949251868121792e-05,-1.2879399946541525e-05,1.3431999832391739e-06,0.0,1.294924788842848e-05
-0.0049726,0.0005226671,0.0088,0.0025,-0.0599788357,0.0057011159,0.0,720.3425,5.4728872783016413e-05,-5.4474501666845754e-05,5.270499968901277e-06,0.0,5.472701821366589e-05
-0.0049726,0.0005226671,0.0093,0.0025,-0.0620344987,0.0059737524,0.0,624.9313,4.862410423811525e-05,-4.83937983517535e-05,4.726899987872457e-06,0.0,4.8622800136090966e-05
-0.0049726,0.0005226671,0.0108,0.0025,-0.0575862172,0.0058255635,0.0,330.8076,3.062158793909475e-05,-3.0464299925370142e-05,3.0997000521892915e-06,0.0,3.062142076344122e-05
-0.0049726,0.0005226671,0.0113,0.0025,-0.0530824557,0.0054782981,0.0,264.8359,2.5316681785625406e-05,-2.518350083846599e-05,2.593400040495908e-06,0.0,2.5316626278490927e-05
-0.005,0.0,0.038,0.0025,9.07974e-05,-6.64e-08,0.0,-0.6163023,3.560014150139068e-08,3.559999939284353e-08,-1.000000013351432e-10,0.0,-3.5599999999129384e-08
-0.0049726,-0.0005226671,0.0382,0.0025,8.58004e-05,8.8328e-06,0.0,-0.5841161,3.3881264016599744e-08,3.370000101199366e-08,3.5000000675466936e-09,0.0,-3.388123728017417e-08
-0.005,-0.0,0.012,0.0025,-0.0450848528,0.0001915034,0.0,163.4078,1.8691807781578973e-05,-1.869180050562136e-05,-1.619999956403717e-08,0.0,1.8691800026146392e-05
-0.0049726,0.0005226671,0.0123,0.0025,-0.0411258628,0.0044236716,0.0,115.2091,1.6418402083218098e-05,-1.632979910937138e-05,1.7034000165949692e-06,0.0,1.6418397381856402e-05
-0.0049726,0.0005226671,0.0118,0.0025,-0.0475058352,0.0049983351,0.0,177.9085,2.057125857390929e-05,-2.0461500753299333e-05,2.1221999304543715e-06,0.0,2.0571240001762865e-05
-0.0049726,0.0005226671,0.0083,0.0025,-0.0560816364,0.0052632592,0.0,842.3168,6.0512760683195665e-05,-6.0236900026211515e-05,5.771500127593754e-06,0.0,6.051022977275871e-05
-0.0049726,0.0005226671,0.0103,0.0025,-0.0606990952,0.0060283286,0.0,416.9419,3.637419285951182e-05,-3.619239942054264e-05,3.632100060713128e-06,0.0,3.637379410743359e-05
-0.0049726,0.0005226671,0.0078,0.0025,-0.0503995544,0.0046423572,0.0,884.5789,6.578146712854505e-05,-6.548580131493509e-05,6.229900009202538e-06,0.0,6.577830214080614e-05
-0.005,0.0,0.0115,0.0025,-0.0510957413,0.000119543,0.0,217.6995,2.3184709789347835e-05,-2.3184700694400817e-05,-2.13999999942871e-08,0.0,2.318470004558388e-05
-0.0049726,0.0005226671,0.0098,0.0025,-0.062239633,0.0060799512,0.0,495.4941,4.243407238391228e-05,-4.222810093779117e-05,4.175899903202662e-06,0.0,4.243327588739597e-05
0.005,-0.0,0.0135,0.0025,0.0249506319,-0.0002918577,0.0,39.88806,9.372702152177226e-06,9.372400199936237e-06,-7.530000090127942e-08,0.0,9.372400565948145e-06
0.0049726,-0.0005226671,0.0133,0.0025,0.0273663211,-0.0032363859,0.0,53.94372,1.0318716704205144e-05,1.0253499567625113e-05,-1.1583000514292507e-06,0.0,1.0318406624713547e-05
0.005,-0.0,0.0365,0.0025,-0.0001273577,-3.431e-07,0.0,-1.107115,5.240000078288176e-08,-5.240000078288176e-08,0.0,0.0,-5.2400000000521474e-08
0.0049726,0.0005226671,0.0367,0.0025,-0.00012134,-1.32139e-05,0.0,-1.022839,4.9971291105066484e-08,-4.969999878312592e-08,-5.199999986160719e-09,0.0,-4.997128608737883e-08
-0.0048907,-0.0010396,0.0214,0.0025,-0.0021885919,-0.0005111941,0.0,-27.3635,3.793690837028407e-07,-3.671000001759239e-07,-9.570000258918299e-08,0.0,3.789753306778637e-07
-0.0049726,-0.0005226629,0.0212,0.0025,-0.0025410496,-0.0003248076,0.0,-27.30273,4.674024012274458e-07,-4.624000098374381e-07,-6.820000209017962e-08,0.0,4.6699588726085983e-07
0.0049726,-0.0005226629,0.0288,0.0025,-0.0003412516,4.01216e-05,0.0,-8.658017,2.0956728974397265e-07,-2.082000065684042e-07,2.3900000201138027e-08,0.0,-2.0955769709524869e-07
0.0048907,-0.0010396,0.0286,0.0025,-0.0003359459,7.41703e-05,0.0,-8.901596,2.145008437537399e-07,-2.093999995622653e-07,4.649999851835673e-08,0.0,-2.1449201973149784e-07
-0.0048907,0.0010396,0.0286,0.0025,0.0003258833,-7.21443e-05,0.0,-8.974175,2.1250627924018772e-07,2.0759999586061895e-07,-4.5400000203699165e-08,0.0,-2.1250264460245805e-07
-0.0049726,0.0005226629,0.0288,0.0025,0.0003346655,-3.68854e-05,0.0,-8.669902,2.0853916282703722e-07,2.0730000471758103e-07,-2.2700000101849582e-08,0.0,-2.0853718883488692e-07
0.0049726,0.0005226629,0.0212,0.0025,0.0024661442,0.0002844264,0.0,-28.04099,4.438124108219199e-07,4.398999919885682e-07,5.8800001312420136e-08,0.0,4.4363652465344294e-07
0.0048907,0.0010396,0.0214,0.0025,0.0021185267,0.0004822987,0.0,-27.29408,3.564917392395728e-07,3.451000054610631e-07,8.939999673884813e-08,0.0,3.561462191556744e-07
-0.005,0.0,0.0135,0.0025,-0.0252428143,0.0001648122,0.0,34.54825,9.154175131698139e-06,-9.153999599220697e-06,-5.660000113039132e-08,0.0,9.154000319770185e-06
-0.0049726,0.000522667,0.0133,0.0025,-0.0278864128,0.0030647082,0.0,43.61653,1.0184519851463847e-05,-1.0130899681826122e-05,1.043699967340217e-06,0.0,1.0184498163744518e-05
-0.005,0.0,0.0365,0.0025,0.0001273475,-5.68e-07,0.0,-1.113861,5.210009490497214e-08,5.209999898170281e-08,-1.000000013351432e-10,0.0,-5.209999999911813e-08
-0.0049726,-0.000522667,0.0367,0.0025,0.000121431,1.21907e-05,0.0,-1.021987,4.946362253122061e-08,4.9200000518112574e-08,5.099999977886682e-09,0.0,-4.946357205163482e-08
-0.005,0.0,0.014,0.0025,-0.0193330974,6.98873e-05,0.0,19.23397,7.295320301636821e-06,-7.2949001150846016e-06,-7.829999759678685e-08,0.0,7.2949006121956345e-06
-0.0049726,0.0005226669,0.0138,0.0025,-0.0217062542,0.0023685285,0.0,26.8262,8.055592843447812e-06,-8.015300409169868e-06,8.046999937505461e-07,0.0,8.055505352226947e-06
0.005,-0.0,0.014,0.0025,0.0192717467,-0.0002504497,0.0,24.64405,7.567819920950569e-06,7.567499778815545e-06,-6.959999865330246e-08,0.0,7.567500483684e-06
0.0049726,-0.0005226669,0.0138,0.0025,0.021468994,-0.0025461623,0.0,31.14029,8.271895239886362e-06,8.21980029286351e-06,-9.268999860978511e-07,0.0,8.271659217590904e-06
0.005,-0.0,0.036,0.0025,-0.0001407321,-9.6e-09,0.0,-1.293976,5.870008479291755e-08,-5.869999952778926e-08,-1.000000013351432e-10,0.0,-5.8699999999634045e-08
0.0049726,0.0005226669,0.0362,0.0025,-0.0001346858,-1.44546e-05,0.0,-1.198985,5.611105180491904e-08,-5.580000106419902e-08,-5.900000044078979e-09,0.0,-5.611103987175625e-08
-0.005,0.0,0.036,0.0025,0.000141018,-1.503e-07,0.0,-1.266172,5.880008657754843e-08,5.8800001312420136e-08,-1.000000013351432e-10,0.0,-5.8799999999234465e-08
-0.0049726,-0.0005226669,0.0362,0.0025,0.0001345579,1.37294e-05,0.0,-1.162146,5.5901701045968366e-08,5.560000104765095e-08,5.800000035804942e-09,0.0,-5.590168224677006e-08
