x,y,z,t,u,v,w,p,d,dx,dy,dz,eta
0.0045678,0.0020336,0.0,0.0025,0.0,0.0,0.0,366.5398,0.0,0.0,0.0,0.0,0.0
0.0045678,-0.0020336,0.05,0.0025,0.0,0.0,0.0,0.002063944,0.0,0.0,0.0,0.0,0.0
-0.0049726,0.0005226478,0.05,0.0025,-0.0,-0.0,0.0,0.002318192,0.0,0.0,0.0,0.0,0.0
-0.0049726,0.0005226048,0.0496723,0.0025,2.945e-07,-1.96e-08,0.0,0.005739115,1.000000013351432e-10,1.000000013351432e-10,0.0,0.0,-9.945226499968873e-11
-0.005,0.0,0.05,0.0025,0.0,0.0,0.0,0.001404071,0.0,0.0,0.0,0.0,0.0
-0.0049726,-0.0005226478,0.0,0.0025,-9e-10,1.12e-08,0.0,363.9948,0.0,0.0,0.0,0.0,0.0
-0.0049726,-0.0005226048,0.0003277039,0.0025,0.0065034119,0.0007039588,0.0,402.4283,5.081573817733442e-06,-5.051700100011658e-06,-5.50200013549329e-07,0.0,5.081537716894111e-06
-0.005,0.0,0.0,0.0025,0.0,-0.0,0.0,386.0665,0.0,0.0,0.0,0.0,0.0
0.005,0.0,0.0,0.0025,0.0,-0.0,0.0,345.8558,0.0,0.0,0.0,0.0,0.0
0.0049726,0.0005226478,0.0,0.0025,0.0,0.0,0.0,359.9087,0.0,0.0,0.0,0.0,0.0
0.00497061,0.0005357369,0.0003362849,0.0025,-0.0068479383,-0.0006681452,0.0,421.4927,5.323615823726868e-06,5.29630005985382e-06,5.385999770624039e-07,0.0,5.323519254879332e-06
0.005,0.0,0.05,0.0025,0.0,0.0,0.0,0.005115147,0.0,0.0,0.0,0.0,0.0
0.0049726,-0.0005226478,0.05,0.0025,-0.0,0.0,0.0,0.004875083,0.0,0.0,0.0,0.0,0.0
0.0049725797,-0.0005224358,0.0496561749,0.0025,-3.449e-07,2.43e-08,0.0,0.005661782,0.0,0.0,0.0,0.0,0.0
-0.000522642,-0.0049726,0.05,0.0025,-0.0,0.0,0.0,0.003024795,0.0,0.0,0.0,0.0,0.0
-0.0005181046,-0.0049728933,0.0496511633,0.0025,4.57e-08,3.253e-07,0.0,0.006169831,1.000000013351432e-10,0.0,1.000000013351432e-10,0.0,-9.946164551688508e-11
-0.000522642,0.0049726,0.0,0.0025,-6e-10,-2e-10,0.0,374.6056,0.0,0.0,0.0,0.0,0.0
-0.0005179923,0.0049729134,0.0003527405,0.0025,0.000638112,-0.0069570004,0.0,418.44,5.401850103226025e-06,-5.902999760110106e-07,5.3694998314313125e-06,0.0,5.401762193400772e-06
-0.0025001,0.0043301,0.05,0.0025,0.0,0.0,0.0,0.004642142,0.0,0.0,0.0,0.0,0.0
-0.0043301,-0.0025001,0.05,0.0025,0.0,0.0,0.0,0.001152588,0.0,0.0,0.0,0.0,0.0
-0.0043301,0.0025001,0.0,0.0025,0.0,0.0,0.0,347.9858,0.0,0.0,0.0,0.0,0.0
-0.0025001,-0.0043301,0.0,0.0025,0.0,0.0,0.0,335.3249,0.0,0.0,0.0,0.0,0.0
0.000522642,0.0049726,0.05,0.0025,0.0,0.0,0.0,0.001644196,0.0,0.0,0.0,0.0,0.0
0.0005175663,0.0049730573,0.0496468993,0.0025,-3.2e-08,-3.492e-07,0.0,0.00513957,1.000000013351432e-10,0.0,-1.000000013351432e-10,0.0,-9.946278869965575e-11
0.000522642,-0.0049726,0.0,0.0025,0.0,0.0,0.0,378.1524,0.0,0.0,0.0,0.0,0.0
0.0005178763,-0.004973008,0.0003518085,0.0025,-0.000646376,0.0069853713,0.0,425.267,5.488136594067328e-06,5.559999749493727e-07,-5.4598999668087345e-06,0.0,5.488122413309197e-06
0.0025001,-0.0043301,0.05,0.0025,0.0,0.0,0.0,0.005516692,0.0,0.0,0.0,0.0,0.0
0.0043301,0.0025001,0.05,0.0025,0.0,0.0,0.0,0.003895429,0.0,0.0,0.0,0.0,0.0
0.0043301,-0.0025001,0.0,0.0025,0.0,0.0,0.0,345.3125,0.0,0.0,0.0,0.0,0.0
0.0025001,0.0043301,0.0,0.0025,0.0,0.0,0.0,346.4039,0.0,0.0,0.0,0.0,0.0
0.0043301,0.0025,0.0,0.0025,0.0,0.0,0.0,347.9257,0.0,0.0,0.0,0.0,0.0
0.0043271099,0.0025048502,0.0003517202,0.0025,-0.0061206897,-0.0035501894,0.0,410.5316,5.481923381012166e-06,4.775699835590785e-06,2.6914999580185395e-06,0.0,5.481559327460105e-06
0.0043301,-0.0025,0.05,0.0025,0.0,0.0,0.0,0.002908451,0.0,0.0,0.0,0.0,0.0
0.0043256,-0.0025078,0.0496616,0.0025,-2.642e-07,1.446e-07,0.0,0.006479096,1.000000013351432e-10,-1.000000013351432e-10,0.0,0.0,-8.651221319183611e-11
0.0025,-0.0043301,0.0,0.0025,0.0,0.0,0.0,373.5714,0.0,0.0,0.0,0.0,0.0
0.002505044,-0.0043270115,0.0003576325,0.0025,-0.0036190802,0.0060683757,0.0,425.568,5.546796273847576e-06,2.7521000447450206e-06,-4.8158999561565e-06,0.0,5.546708831676017e-06
0.0025,0.0043301,0.05,0.0025,0.0,0.0,0.0,0.001579193,0.0,0.0,0.0,0.0,0.0
0.0025049729,0.0043270475,0.0496456012,0.0025,-1.694e-07,-3.217e-07,0.0,0.005335378,1.000000013351432e-10,0.0,-1.000000013351432e-10,0.0,-8.654401500995945e-11
-0.0040451,0.002939,0.0,0.0025,0.0,0.0,0.0,383.5133,0.0,0.0,0.0,0.0,0.0
-0.0040419361,0.0029431268,0.0003524516,0.0025,0.0057533351,-0.0041329013,0.0,424.7112,5.402449914981844e-06,-4.382599854579894e-06,3.159000016239588e-06,0.0,5.402387224871796e-06
-0.0029389,-0.0040451,0.0,0.0025,0.0,0.0,0.0,372.0428,0.0,0.0,0.0,0.0,0.0
-0.0029441,-0.0040413,0.0003384917,0.0025,0.0041469915,0.0056442701,0.0,421.6727,5.276940555631882e-06,-3.1257000046025496e-06,-4.251599875715328e-06,0.0,5.276890831310867e-06
-0.0040451,-0.002939,0.05,0.0025,0.0,0.0,0.0,0.002725715,0.0,0.0,0.0,0.0,0.0
-0.0040419693,-0.0029430767,0.0496437284,0.0025,3.003e-07,2.103e-07,0.0,0.006141124,1.000000013351432e-10,1.000000013351432e-10,0.0,0.0,-8.08406527483263e-11
-0.0029389,0.0040451,0.05,0.0025,0.0,0.0,0.0,0.002160026,0.0,0.0,0.0,0.0,0.0
-0.0029441,0.0040413,0.0496615,0.0025,1.657e-07,-2.516e-07,0.0,0.005710519,1.414213607331405e-10,1.000000013351432e-10,-1.000000013351432e-10,0.0,-1.3970847395627928e-10
0.0040451,-0.002939,0.0,0.0025,0.0,0.0,0.0,370.1519,0.0,0.0,0.0,0.0,0.0
0.0040418,-0.0029434,0.0003381534,0.0025,-0.0056327822,0.0040112983,0.0,424.5503,5.169517862668727e-06,4.177400114713237e-06,-3.0451999464276014e-06,0.0,5.169517165544944e-06
0.0029389,0.0040451,0.0,0.0025,0.0,0.0,0.0,367.7377,0.0,0.0,0.0,0.0,0.0
0.0029423078,0.0040425139,0.0003580243,0.0025,-0.0042847131,-0.0059078191,0.0,409.2892,5.458889063447714e-06,3.2272000680677593e-06,4.4028001866536215e-06,0.0,5.458858154628807e-06
0.0040451,0.002939,0.05,0.0025,0.0,0.0,0.0,0.002586509,0.0,0.0,0.0,0.0,0.0
0.0040426055,0.0029421669,0.0496428693,0.0025,-2.829e-07,-1.925e-07,0.0,0.006221811,1.414213607331405e-10,-1.000000013351432e-10,-1.000000013351432e-10,0.0,-1.3969822867943016e-10
0.0029389,-0.0040451,0.05,0.0025,0.0,0.0,0.0,0.002969836,0.0,0.0,0.0,0.0,0.0
0.0029421684,-0.0040426041,0.0496453754,0.0025,-2.043e-07,2.844e-07,0.0,0.006177235,1.414213607331405e-10,-1.000000013351432e-10,1.000000013351432e-10,0.0,-1.396982364856858e-10
-0.0040451,-0.002939,0.0,0.0025,-8.14e-08,1.488e-07,0.0,336.3945,1.414213607331405e-10,1.000000013351432e-10,-1.000000013351432e-10,0.0,-2.2121753213977247e-11
-0.002939,0.0040451,0.0,0.0025,1.469e-07,9.27e-08,0.0,332.8437,1.414213607331405e-10,-1.000000013351432e-10,-1.000000013351432e-10,0.0,-2.2121753213977247e-11
-0.0040451,0.002939,0.05,0.0025,-0.0,-0.0,0.0,0.004115357,0.0,0.0,0.0,0.0,0.0
-0.002939,-0.0040451,0.05,0.0025,0.0,-0.0,0.0,0.006055506,0.0,0.0,0.0,0.0,0.0
6.84e-08,0.005,0.05,0.0025,0.0,0.0,0.0,0.001106739,0.0,0.0,0.0,0.0,0.0
6.84e-08,-0.005,0.0,0.0025,-1.339e-07,4.1e-09,0.0,333.3097,1.000000013351432e-10,1.000000013351432e-10,0.0,0.0,1.3695641842836892e-15
-6.84e-08,-0.005,0.05,0.0025,0.0,-0.0,0.0,0.00466642,0.0,0.0,0.0,0.0,0.0
-6.84e-08,0.005,0.0,0.0025,1.324e-07,1.97e-08,0.0,353.7746,1.000000013351432e-10,-1.000000013351432e-10,0.0,0.0,1.3695641842836892e-15
0.0037157,-0.0033457,0.0,0.0025,0.0,0.0,0.0,349.6505,0.0,0.0,0.0,0.0,0.0
0.0037157,0.0033457,0.05,0.0025,0.0,0.0,0.0,0.003779662,0.0,0.0,0.0,0.0,0.0
0.0033456,0.0037158,0.0,0.0025,1.915e-07,-2.135e-07,0.0,343.2624,2.82842721466281e-10,-2.000000026702864e-10,2.000000026702864e-10,0.0,1.480794653563322e-11
0.0033456,-0.0037158,0.05,0.0025,0.0,0.0,0.0,0.004368523,0.0,0.0,0.0,0.0,0.0
-0.0037157,0.0033457,0.0,0.0025,0.0,0.0,0.0,377.8453,0.0,0.0,0.0,0.0,0.0
-0.0037157,-0.0033457,0.05,0.0025,0.0,0.0,0.0,0.005688653,0.0,0.0,0.0,0.0,0.0
-0.0033456,-0.0037158,0.0,0.0025,-1.908e-07,2.012e-07,0.0,366.4544,2.82842721466281e-10,2.000000026702864e-10,-2.000000026702864e-10,0.0,1.480794653563322e-11
-0.0033456,0.0037158,0.05,0.0025,-0.0,-0.0,0.0,0.004629959,0.0,0.0,0.0,0.0,0.0
0.0040451,0.002939,0.0,0.0025,9.22e-08,-1.432e-07,0.0,376.931,1.414213607331405e-10,-1.000000013351432e-10,1.000000013351432e-10,0.0,-2.2121753213977247e-11
0.002939,-0.0040451,0.0,0.0025,-1.479e-07,-7.92e-08,0.0,367.6877,1.414213607331405e-10,1.000000013351432e-10,1.000000013351432e-10,0.0,-2.2121753213977247e-11
0.002939,0.0040451,0.05,0.0025,-0.0,0.0,0.0,0.005331687,0.0,0.0,0.0,0.0,0.0
0.0040451,-0.002939,0.05,0.0025,0.0,0.0,0.0,0.00261524,0.0,0.0,0.0,0.0,0.0
-0.0049742352,0.0004914004,-0.0,0.0025,0.0,0.0,0.0,394.6198,0.0,0.0,0.0,0.0,0.0
-0.0049539454,0.0006458883,0.0003414918,0.0025,0.0068059144,-0.0009816553,0.0,453.1791,5.307300853019115e-06,-5.258700184640475e-06,7.166000273173267e-07,0.0,5.3072119460713385e-06
-0.0049742352,-0.0004914003,0.05,0.0025,0.0,0.0,0.0,0.001670162,0.0,0.0,0.0,0.0,0.0
-0.0049535106,-0.000648595,0.0496587296,0.0025,3.231e-07,6.23e-08,0.0,0.00535894,1.000000013351432e-10,1.000000013351432e-10,0.0,0.0,-9.915364970053409e-11
0.0037157,0.0033457,0.0,0.0025,0.0,0.0,0.0,385.7159,0.0,0.0,0.0,0.0,0.0
0.0037169443,0.0033442462,0.0003676113,0.0025,-0.0054939333,-0.0049789998,0.0,427.0874,5.6250632951559965e-06,4.217500190861756e-06,3.72210001842177e-06,0.0,5.62480508504732e-06
0.0037157,-0.0033457,0.05,0.0025,0.0,0.0,0.0,0.001738325,0.0,0.0,0.0,0.0,0.0
0.0037169442,-0.0033442462,0.0496323866,0.0025,-2.503e-07,2.187e-07,0.0,0.005508402,1.000000013351432e-10,-1.000000013351432e-10,0.0,0.0,-7.433939401557677e-11
0.0033457,-0.0037157,0.0,0.0025,0.0,0.0,0.0,373.93,0.0,0.0,0.0,0.0,0.0
0.003344,-0.0037172,0.0003514996,0.0025,-0.0048045415,0.0051958426,0.0,423.8879,5.4041738621890545e-06,3.584400019462919e-06,-4.0444001569994725e-06,0.0,5.404025145080114e-06
0.0033457,0.0037157,0.05,0.0025,0.0,0.0,0.0,0.00264602,0.0,0.0,0.0,0.0,0.0
0.0033440963,0.0037170934,0.0496317803,0.0025,-2.579e-07,-2.769e-07,0.0,0.006400414,1.000000013351432e-10,0.0,-1.000000013351432e-10,0.0,-7.434221901275739e-11
-0.0037157,0.0033457,0.05,0.0025,0.0,0.0,0.0,0.002981227,0.0,0.0,0.0,0.0,0.0
-0.0037207,0.0033401,0.0496425,0.0025,2.429e-07,-2.498e-07,0.0,0.006333899,1.414213607331405e-10,1.000000013351432e-10,-1.000000013351432e-10,0.0,-1.4121634851066434e-10
-0.0037157,-0.0033457,0.0,0.0025,0.0,0.0,0.0,372.592,0.0,0.0,0.0,0.0,0.0
-0.0037208789,-0.0033398706,0.0003765872,0.0025,0.0057403513,0.0052152638,0.0,429.1417,5.873183908988722e-06,-4.383200121083064e-06,-3.90920013160212e-06,0.0,5.873153870935947e-06
-0.0033457,-0.0037157,0.05,0.0025,0.0,0.0,0.0,0.003616439,0.0,0.0,0.0,0.0,0.0
-0.0033401159,-0.0037206435,0.0496267839,0.0025,2.858e-07,3.022e-07,0.0,0.006891897,0.0,0.0,0.0,0.0,0.0
-0.0033457,0.0037157,0.0,0.0025,0.0,0.0,0.0,378.2115,0.0,0.0,0.0,0.0,0.0
-0.0033402979,0.0037204528,0.0003770125,0.0025,0.005054924,-0.0055408282,0.0,426.6817,5.797851372335572e-06,-3.875899892591406e-06,4.311899829190224e-06,0.0,5.797850530532382e-06
-0.0005225731,0.0049726,0.05,0.0025,0.0,0.0,0.0,0.002049028,0.0,0.0,0.0,0.0,0.0
-0.0005312613,0.0049713065,0.0496200664,0.0025,4.32e-08,-3.495e-07,0.0,0.006091078,1.000000013351432e-10,0.0,-1.000000013351432e-10,0.0,-9.943383269539474e-11
-0.0005225731,-0.0049726,0.0,0.0025,0.0,0.0,0.0,362.2437,0.0,0.0,0.0,0.0,0.0
-0.0005306688,-0.0049713339,0.0003752727,0.0025,0.0009091948,0.0073170967,0.0,429.5277,5.749529918830376e-06,-6.3189997945301e-07,-5.71469990973128e-06,0.0,5.749488751347759e-06
-0.0010395,0.0048907,0.05,0.0025,0.0,0.0,0.0,0.004821124,0.0,0.0,0.0,0.0,0.0
-0.0010395,-0.0048907,0.0,0.0025,0.0,0.0,0.0,341.3874,0.0,0.0,0.0,0.0,0.0
-0.0048984347,0.0009912543,-0.0,0.0025,0.0,0.0,0.0,337.8689,0.0,0.0,0.0,0.0,0.0
-0.004897695,-0.0009959288,0.05,0.0025,0.0,0.0,0.0,0.004569169,0.0,0.0,0.0,0.0,0.0
0.0049713721,0.0005258274,0.0495937659,0.0025,-4.054e-07,-5.23e-08,0.0,0.004413334,2.000000026702864e-10,-2.000000026702864e-10,0.0,0.0,-1.9889054726079936e-10
0.0049695682,-0.0005372261,0.0004075724,0.0025,-0.008102525,0.0009833086,0.0,428.1176,6.3249376580643e-06,6.28950010650442e-06,-6.686000233457889e-07,0.0,6.32492765345518e-06
-0.0040361069,0.002946441,0.0489337976,0.0025,1.0766e-06,-8.054e-07,0.0,0.007832409,3.6055514129884614e-10,2.999999970665357e-10,-2.000000026702864e-10,0.0,-3.6022819276115836e-10
-0.0043753106,0.0024109579,0.048444834,0.0025,1.9183e-06,-1.0187e-06,0.0,0.01188821,5.830951832486164e-10,4.999999858590343e-10,-2.999999970665357e-10,0.0,-5.827008259587374e-10
-0.0044223533,0.0023253657,0.0488030975,0.0025,1.3735e-06,-6.783e-07,0.0,0.009734065,4.4721359948596273e-10,4.000000053405728e-10,-2.000000026702864e-10,0.0,-4.471201534017588e-10
-0.0029421329,-0.0040396154,0.0489434548,0.0025,8.595e-07,1.099e-06,0.0,0.006554939,3.605551135432705e-10,2.000000026702864e-10,2.999999970665357e-10,0.0,-3.6024501350734317e-10
-0.0023971259,-0.0043822668,0.048451881,0.0025,1.1217e-06,1.9244e-06,0.0,0.01167486,5.830951832486164e-10,2.999999970665357e-10,4.999999858590343e-10,0.0,-5.826316191656633e-10
-0.0023190322,-0.0044254692,0.0488083979,0.0025,7.518e-07,1.3974e-06,0.0,0.009776596,4.4721359948596273e-10,2.000000026702864e-10,4.000000053405728e-10,0.0,-4.4713261652257197e-10
