x,y,z,t,u_scaled,v_scaled,w_scaled,p_scaled,d,dx,dy
0.0045678627,0.0020353414,0.0033139,0.01,0.0005127394,0.000500647,0.0,2.798044,8.53243932397163e-07,5.626999950436584e-07,6.413999926735414e-07
0.0033441274,0.0037239996,0.049192093,0.01,0.0030573116,0.0033934671,0.0,84.65924,5.182381755730603e-06,3.469200009931228e-06,3.849900167551823e-06
0.0037248179,-0.0033434876,0.0491942075,0.01,0.0034250322,-0.0031718053,0.0,99.51346,5.413720373326214e-06,4.066399924340658e-06,-3.5738999031309504e-06
0.003339467,-0.0037210444,0.0008041335,0.01,-9.06639e-05,6.62032e-05,0.0,-2.08578,8.283960539756663e-08,1.6399999580585245e-08,8.119999961309077e-08
0.0037209991,0.0033399006,0.0008049669,0.01,0.0001847223,8.7938e-05,0.0,-0.5334972,1.874616231134496e-07,1.2249999770119757e-07,1.4190000285907445e-07
-0.0025980111,-0.000597761,0.05,0.01,0.0003265106,-0.0003482128,0.156130312,0.0,0.0,0.0,0.0
-0.0025980111,0.000597761,0.0,0.01,-0.0031173881,0.0008350697,0.0046161523,0.0,0.0,0.0,0.0
-0.0015447308,0.0047552443,0.0030985,0.01,-0.0001597508,-3.4385e-06,0.0,-1.935301,1.703852348100554e-07,6.919999862020632e-08,-1.5569999334275053e-07
-0.0047557147,-0.0015443822,0.0030985,0.01,0.0003728552,-0.0004020929,0.0,2.760905,5.230610895523569e-07,-3.1470000294575584e-07,4.1780000969993125e-07
-0.0015532315,-0.0047821287,0.0469015,0.01,-0.0036811239,-0.0130872565,0.0,446.7596,2.802701601467561e-05,-8.431499736616388e-06,-2.672869959496893e-05
-0.0047823954,0.0015537402,0.0469015,0.01,-0.0132206616,0.0044385349,0.0,465.9909,2.8437278160708956e-05,-2.6995399821316823e-05,8.940200132201426e-06
0.0015421125,-0.004755812,0.0026508,0.01,-0.000632508,-9.5338e-06,0.0,-0.1745397,3.9774394622327236e-07,-8.749999835799827e-08,3.879999894706998e-07
0.0047566257,0.0015427111,0.0026508,0.01,0.0003827689,0.0003844603,0.0,4.765345,6.651644071098417e-07,4.2569999436636863e-07,5.110999836688279e-07
0.0047789558,-0.0015496583,0.0473492,0.01,0.0123201591,-0.0041743421,0.0,404.2925,2.394687180640176e-05,2.2755799363949336e-05,-7.458299933205126e-06
0.0015494791,0.0047784546,0.0473492,0.01,0.004222901,0.0125477082,0.0,399.2481,2.3414791940012947e-05,7.279099918378051e-06,2.225460048066452e-05
0.0032285661,0.000212238,0.05,0.01,-0.0064866293,0.0002966881,0.1536305083,0.0,0.0,0.0,0.0
0.0032285087,-0.0002120966,0.0,0.01,0.0041437602,-0.0005740646,0.0030358103,0.0,0.0,0.0,0.0
-0.0004859317,-0.0036688386,0.0,0.01,-0.0010683211,-0.0033331379,0.0012872407,0.0,0.0,0.0,0.0
-0.000486047,0.0036689469,0.05,0.01,0.0008619656,-0.0048648214,0.1510028786,0.0,0.0,0.0,0.0
0.0029326222,0.0022511111,0.05,0.01,-0.0082347027,-0.0063011169,0.1574627355,0.0,0.0,0.0,0.0
0.002932877,-0.0022544934,0.0,0.01,0.0005832895,-0.0012085293,-0.0012463151,0.0,0.0,0.0,0.0
7.56022e-05,-0.0041302136,0.05,0.01,-0.0007569474,0.0191625592,0.1240239058,0.0,0.0,0.0,0.0
0.0004722937,-0.004197,0.05,0.01,-0.002991289,0.0182947754,0.1402425968,0.0,0.0,0.0,0.0
0.0004311715,-0.0037903046,0.05,0.01,0.0008405442,0.0101118145,0.1498474042,0.0,0.0,0.0,0.0
7.56022e-05,0.0041302136,0.0,0.01,0.0009205595,-0.0018943405,-0.0097664021,0.0,0.0,0.0,0.0
0.0004722937,0.004197,0.0,0.01,-0.0001204279,-0.0016526468,-0.0101346863,0.0,0.0,0.0,0.0
0.0004321178,0.0037809897,0.0,0.01,0.0007904244,0.0021189449,-0.0042568654,0.0,0.0,0.0,0.0
0.0014140331,0.0034127975,0.05,0.01,-0.0031542209,-0.0114197469,0.152262827,0.0,0.0,0.0,0.0
0.0014125433,-0.00341742,0.0,0.01,0.0013642747,-0.0029962657,0.001364774,0.0,0.0,0.0,0.0
0.0008324696,-0.000355924,0.05,0.01,0.0001793478,-7.55364e-05,0.1576118292,0.0,0.0,0.0,0.0
0.0008324696,0.000355924,0.0,0.01,0.0012483601,0.0002698126,0.0038199401,0.0,0.0,0.0,0.0
0.0018052,-0.0026908,0.0,0.01,0.0026711329,-0.0035669966,0.0046618357,0.0,0.0,0.0,0.0
0.0018005123,0.0026775085,0.05,0.01,-0.0029680813,-0.0049705891,0.1534391794,0.0,0.0,0.0,0.0
-0.0043282954,-0.0025031284,0.0029691,0.01,0.0001217439,-0.0006469495,0.0,2.541926,4.198425074264378e-07,-1.9540000550932746e-07,3.716000094300398e-07
-0.0045669518,-0.0020355628,0.0032789,0.01,0.0003452479,-0.0005260016,0.0,3.226093,5.045266107117641e-07,-2.51800003070457e-07,4.371999864360987e-07
-0.0043514554,0.0025171339,0.0470309,0.01,-0.0120646438,0.0070972534,0.0,429.8179,2.7043630325351842e-05,-2.335540011699777e-05,1.3633900380227715e-05
-0.0045943588,0.0020485016,0.0467211,0.01,-0.0125974964,0.0057434964,0.0,459.8664,3.0352910471265204e-05,-2.7658799808705226e-05,1.250160039489856e-05
0.0020352092,-0.0045663609,0.0037985,0.01,-0.0008947003,0.0001232303,0.0,0.6574684,6.455179573094938e-07,-9.080000040739833e-08,6.390999942595954e-07
0.0025029537,-0.0043278111,0.0034895,0.01,-0.0007830862,0.0002736197,0.0,-0.06697438,5.907172635488678e-07,-4.629999850180866e-08,5.888999794478877e-07
0.0045676268,0.0020360064,0.0037985,0.01,0.0004734705,0.0005344939,0.0,6.098835,9.443935482522647e-07,6.267999879128183e-07,7.063999873935245e-07
0.0043289987,0.0025036766,0.0034895,0.01,0.0006260665,0.0005416738,0.0,4.474776,9.034540653374279e-07,5.987000122331665e-07,6.765999955860025e-07
0.0046001962,-0.0020500896,0.0462015,0.01,0.0112558868,-0.0052767868,0.0,550.8619,3.63417093467433e-05,3.3196200092788786e-05,-1.4789599845244084e-05
0.0043571355,-0.002519555,0.0465105,0.01,0.0114254762,-0.0070416542,0.0,501.5533,3.316318543511443e-05,2.8735499654430896e-05,-1.6554999092477374e-05
0.0020498484,0.004599349,0.0462015,0.01,0.0054636717,0.0117953178,0.0,542.9313,3.5469900467433035e-05,1.45484000313445e-05,3.234899850212969e-05
0.0025193026,0.004356351,0.0465105,0.01,0.0070365233,0.0118788565,0.0,524.3224,3.235789336031303e-05,1.6302599760820158e-05,2.795100044750143e-05
0.0005208437,0.0049728204,0.0018133,0.01,6.93666e-05,-0.0001941408,0.0,0.224341,1.6000578284547373e-07,1.5870000424911268e-07,2.039999991154673e-08
0.0005223625,-0.0049871448,0.0481867,0.01,0.0014344175,-0.010656086,0.0,271.5379,1.4442551218962763e-05,1.6774999949120684e-06,-1.434479963791091e-05
0.0015435942,-0.004755217,0.0031322,0.01,-0.0007614689,-4.42486e-05,0.0,1.274209,4.94451853683131e-07,-1.0579999809579022e-07,4.830000079891761e-07
0.0047562077,0.0015442963,0.0031322,0.01,0.0003807297,0.0004411781,0.0,4.592961,7.831557695681113e-07,5.077000082565064e-07,5.963000262454443e-07
0.0015525957,0.0047828361,0.0468678,0.01,0.0044214126,0.0130457118,0.0,458.3212,2.855698585335631e-05,8.89570037543308e-06,2.71361004706705e-05
0.0047834533,-0.0015527854,0.0468678,0.01,0.0127226866,-0.0042921463,0.0,455.3291,2.9202570658526383e-05,2.775329994619824e-05,-9.085400051844772e-06
-0.002503482,0.0043280054,0.0029691,0.01,-0.00015876,9.75677e-05,0.0,-0.6316092,1.2519248571152275e-07,-8.199999967928306e-08,-9.459999716909806e-08
-0.0020360058,0.0045665681,0.0032789,0.01,-0.0001969112,9.73991e-05,0.0,-0.9505819,1.3202746629303874e-07,-5.800000035804942e-09,-1.3189999492624338e-07
-0.0025165693,-0.0043511731,0.0470309,0.01,-0.0063970626,-0.0117336131,0.0,416.6879,2.656686592672486e-05,-1.3169299563742243e-05,-2.3073100237525068e-05
-0.0020479539,-0.0045940704,0.0467211,0.01,-0.0050322385,-0.012384711,0.0,448.6112,2.986694744322449e-05,-1.1953899957006797e-05,-2.7370400857762434e-05
-0.0013493,0.0038669,0.0,0.01,0.0007443667,-0.0007030327,-0.0062542171,0.0,0.0,0.0,0.0
-0.0013493,-0.0038669,0.05,0.01,0.0090544346,0.011619146,0.1341843007,0.0,0.0,0.0,0.0
0.0015315327,-0.0047593055,0.0021747,0.01,-0.0004979303,1.09136e-05,0.0,-0.8956795,3.020919336904626e-07,-6.730000023935645e-08,2.945000119325414e-07
0.0047599386,0.0015320163,0.0021747,0.01,0.0003495814,0.0003151625,0.0,2.532478,5.366150048757845e-07,3.3859998893603915e-07,4.162999971413228e-07
0.0015372456,0.0047770361,0.0478253,0.01,0.0037346006,0.0112255963,0.0,297.1018,1.8327313227928244e-05,5.64560014026938e-06,1.743609936966095e-05
0.0047774356,-0.0015374134,0.0478253,0.01,0.0110984633,-0.0037481948,0.0,279.7908,1.875911038951017e-05,1.783560037438292e-05,-5.813400093757082e-06
0.0045586012,0.0002512361,0.0,0.01,-0.0013890992,-0.000389011,-0.004762077,0.0,0.0,0.0,0.0
0.0045586012,-0.0002512361,0.05,0.01,-0.0074177307,0.0001229002,0.0291949032,0.0,0.0,0.0,0.0
0.0020422383,-0.0045736665,0.0487683,0.01,0.0031001582,-0.0068212579,0.0,170.3707,8.93313881533686e-06,3.83830001737806e-06,-8.066500413406175e-06
0.0045656692,-0.0020382482,0.0012317,0.01,-6.41647e-05,8.36204e-05,0.0,5.10709,1.6682889736330253e-07,6.919999862020632e-08,1.5179999479641992e-07
-0.0018474,0.0001541573,0.05,0.01,0.0004301089,-0.0001981614,0.1572322295,0.0,0.0,0.0,0.0
-0.0018474,-0.0001541573,0.0,0.01,-0.0026759567,1.98466e-05,0.0047603667,0.0,0.0,0.0,0.0
0.0020385528,0.0045657403,0.0012317,0.01,0.0001666215,-3.40649e-05,0.0,6.463517,2.0744138851114258e-07,1.5279999843187397e-07,1.4030000272668985e-07
0.0045736841,0.0020419333,0.0487683,0.01,0.0064634244,0.0029234044,0.0,172.9828,8.822521522233728e-06,8.084100045380183e-06,3.533300059643807e-06
0.0049874874,0.000520693,0.0481913,0.01,0.0099779973,0.00102813,0.0,290.6069,1.4551038475474343e-05,1.4487400221696589e-05,1.359400016553991e-06
0.0049731651,-0.0005190546,0.0018087,0.01,5.0688e-06,0.0001581732,0.0,2.290748,3.241897843508923e-07,1.6510000477865105e-07,2.790000053209951e-07
-0.0048918794,-0.0010356093,0.0029123,0.01,0.0003499471,-0.0003166648,0.0,3.591725,5.446015620691469e-07,-3.79400006522701e-07,3.906999950231693e-07
-0.0049173017,0.0010416553,0.0470877,0.01,-0.013479328,0.0030164213,0.0,434.684,2.6414203603053465e-05,-2.580170075816568e-05,5.655299901263788e-06
-0.0010359765,0.0048913577,0.0029124,0.01,-0.0001120319,-0.0001055968,0.0,-3.127154,1.8841852522655245e-07,1.2350000133665162e-07,-1.4229999578674324e-07
-0.0010412657,-0.0049170435,0.0470876,0.01,-0.0022575951,-0.0135224337,0.0,419.3303,2.6060599338961765e-05,-5.165699803910684e-06,-2.5543500669300556e-05
0.0047549318,-0.0015463282,0.0019163,0.01,-8.90387e-05,0.0001454046,0.0,2.576614,3.020703331912955e-07,1.317999931416125e-07,2.7179999051440973e-07
0.0047696946,0.0015513041,0.0480837,0.01,0.0102066348,0.0033938966,0.0,280.2351,1.5619783880538307e-05,1.4894600099069066e-05,4.704099865193712e-06
0.0047883672,-0.0015545774,0.0463843,0.01,0.0122220019,-0.0040950965,0.0,487.5516,3.4367905755061656e-05,3.266720159444958e-05,-1.0677399586711545e-05
0.0015543572,0.0047876258,0.0463843,0.01,0.0043097252,0.0126202522,0.0,496.5629,3.3594787964830175e-05,1.0457200005475897e-05,3.1925799703458324e-05
0.0015437786,-0.0047551234,0.0036157,0.01,-0.0008780757,-8.90301e-05,0.0,0.1068232,5.892414947084035e-07,-1.2140000649196736e-07,5.765999731011107e-07
0.0047562813,0.0015445683,0.0036157,0.01,0.0003448643,0.0004785335,0.0,4.282561,8.857395528139023e-07,5.813000143461977e-07,6.683000037810416e-07
0.0048920157,0.0010342582,0.0009898068,0.01,0.0001331745,0.0001108457,0.0,1.262241,1.959942039775342e-07,1.1569999713856305e-07,1.581999953259583e-07
0.0048985587,-0.0010356058,0.0490102,0.01,0.0055180149,-0.0012854591,0.0,151.5927,6.826838216511533e-06,6.658699930994771e-06,-1.5058000144563266e-06
-0.0049123013,0.0010399268,0.0475718,0.01,-0.0125695526,0.0028277148,0.0,339.309,2.119046257575974e-05,-2.0701299945358187e-05,4.526799784798641e-06
-0.0048919276,-0.0010350913,0.0024282,0.01,0.0002209601,-0.0002982625,0.0,3.49827,4.5013047156317043e-07,-3.2759999157860875e-07,3.0870000955474097e-07
0.0048912725,-0.001037483,0.0021081,0.01,-6.30367e-05,0.000169749,0.0,1.07792,3.608950578382064e-07,1.7249999473278876e-07,3.1700000135970186e-07
0.0049084115,0.0010413107,0.0478919,0.01,0.0111944465,0.0024328532,0.0,304.4482,1.7663891412667e-05,1.7311500414507464e-05,3.5107000257994514e-06
-0.0010397383,-0.004912041,0.0475717,0.01,-0.0021125417,-0.0125646548,0.0,363.312,2.0855693946941756e-05,-4.138300027989317e-06,-2.044100074272137e-05
-0.0010354909,0.0048914612,0.0024283,0.01,-7.26576e-05,-0.0001149479,0.0,-0.6106337,1.7654531347943703e-07,1.0910000014519028e-07,-1.3880000437893614e-07
0.0031751,0.0002626169,0.0,0.01,0.003506972,-3.6711e-06,0.003901026,0.0,0.0,0.0,0.0
0.0031751,-0.0002626169,0.05,0.01,-0.0081869437,0.0001286104,0.1538525482,0.0,0.0,0.0,0.0
0.0010354744,-0.0048915192,0.0009911377,0.01,-0.0001876082,-2.27462e-05,0.0,0.751326,8.475848289890564e-08,-2.5600000341796658e-08,8.079999957999462e-08
0.0010369185,0.004898112,0.0490089,0.01,0.0012229876,0.0055041101,0.0,130.0052,6.664704415015876e-06,1.4185000054567354e-06,6.511999799840851e-06
0.0040670846,-0.0029593533,0.0468251,0.01,0.0108991116,-0.0084775244,0.0,463.5122,2.982469777634833e-05,2.4184599169529974e-05,-1.745329973346088e-05
0.0029590543,0.0040662771,0.0468251,0.01,0.0082932322,0.0112086291,0.0,477.9218,2.8995840693823993e-05,1.7154299712274224e-05,2.3377100660582073e-05
0.0029418969,-0.0040423789,0.0031749,0.01,-0.0006468529,0.0003220537,0.0,0.3982086,5.211092002355144e-07,-3.100000034450545e-09,5.21099991601659e-07
0.0040434527,0.0029425261,0.0031749,0.01,0.0006882203,0.0004911094,0.0,5.467783,8.35151809042145e-07,5.526999871108274e-07,6.261000180529663e-07
-0.0018281,0.0021608,0.05,0.01,0.0019679113,-0.0009751106,0.1559123308,0.0,0.0,0.0,0.0
-0.0014465,0.0023996,0.05,0.01,0.000369956,-0.0012284969,0.1556427674,0.0,0.0,0.0,0.0
-0.0014539053,0.0018530622,0.05,0.01,-5.43907e-05,1.474e-05,0.1563587974,0.0,0.0,0.0,0.0
-0.0018281,-0.0021608,0.0,0.01,-0.0035355953,-0.0039463282,0.0033153787,0.0,0.0,0.0,0.0
-0.0014465,-0.0023996,0.0,0.01,-0.0021383339,-0.0039036219,0.003898044,0.0,0.0,0.0,0.0
-0.0014541397,-0.001850649,0.0,0.01,-0.0016251705,-0.0028291946,0.0034779512,0.0,0.0,0.0,0.0
0.0015518074,-0.0047693906,0.0480835,0.01,0.0036924263,-0.0108221997,0.0,283.7853,1.5553110642940737e-05,5.1073998292849865e-06,-1.4690600437461399e-05
0.0015469254,0.0047548635,0.0019165,0.01,0.000194598,-0.0001337658,0.0,2.38367,2.784553885248897e-07,2.2540000088611123e-07,1.6350000464626646e-07
-0.0029556869,-0.0040615835,0.0473451,0.01,-0.0073674601,-0.0105178226,0.0,376.8214,2.3182401491794735e-05,-1.3586900422524195e-05,-1.8783499399432912e-05
-0.0029422551,0.0040427659,0.0026549,0.01,-0.0001089423,6.11928e-05,0.0,1.34112,1.588043403444317e-07,-1.5509999684582e-07,-3.410000104508981e-08
-0.0040618381,0.0029560655,0.0473451,0.01,-0.0107918152,0.0079799426,0.0,384.224,2.3611108190380037e-05,-1.903809970826842e-05,1.3965500329504721e-05
-0.0040429597,-0.0029417974,0.0026549,0.01,-7.48785e-05,-0.0007252186,0.0,3.75042,3.4215617006339016e-07,-1.5969999367371202e-07,3.026000001682405e-07
-0.0014731303,-0.0012921235,0.0,0.01,-0.0014392054,-0.001730328,0.004113142,0.0,0.0,0.0,0.0
-0.0014731303,0.0012921235,0.05,0.01,0.000461146,0.0001927839,0.1567547213,0.0,0.0,0.0,0.0
-0.0015557522,-0.0047865815,0.0464153,0.01,-0.0035641471,-0.0127285236,0.0,506.0169,3.311249747639522e-05,-9.952200343832374e-06,-3.1581501389155164e-05
-0.0047868401,0.0015563773,0.0464153,0.01,-0.0127788128,0.0042813438,0.0,486.009,3.355102307978086e-05,-3.1840099836699665e-05,1.0577299690339714e-05
-0.0015457345,0.0047548652,0.0035847,0.01,-0.0002146088,4.61425e-05,0.0,-0.4039563,1.498709139013954e-07,6.54999965377101e-08,-1.3480000404797465e-07
-0.004755338,-0.0015453013,0.0035847,0.01,0.0005349888,-0.0003971527,0.0,5.424257,6.024497452017386e-07,-3.380000066499633e-07,4.986999897482747e-07
0.0028978728,0.0035346827,0.0,0.01,-0.0012100695,-0.0001211053,-0.0044032164,0.0,0.0,0.0,0.0
0.0028978728,-0.0035346827,0.05,0.01,-0.0043034664,0.001887669,0.0366621822,0.0,0.0,0.0,0.0
0.00104229,-0.004908044,0.0478914,0.01,0.0028073048,-0.0119169146,0.0,305.8481,1.748227805364877e-05,3.889999788952991e-06,-1.704399983282201e-05
0.0010386172,0.0048911046,0.0021086,0.01,0.0001361235,-0.0002045102,0.0,2.248378,2.4107467311296205e-07,2.171999966549265e-07,1.0459999799650177e-07
0.0024959333,0.0038324,0.05,0.01,-0.0027127187,-0.0036491554,0.0396524444,0.0,0.0,0.0,0.0
0.0024959333,-0.0038324,0.0,0.01,-0.0006760566,0.0010870681,-0.0052626744,0.0,0.0,0.0,0.0
0.0050114103,-1.562e-07,0.0485,0.01,0.0084889367,-9.3531e-05,0.0,208.5221,1.1411369086999912e-05,1.1410300430725329e-05,-1.5620000226590491e-07
0.0050001502,2.365e-07,0.0015,0.01,6.72566e-05,0.000144028,0.0,3.29938,2.801647553951625e-07,1.5019999466403533e-07,2.365000000281725e-07
0.0015447662,-0.0047546337,0.0041012,0.01,-0.0009813507,-0.0001419466,0.0,1.99573,6.796014417886909e-07,-1.338000004125206e-07,6.663000249318429e-07
0.0015568491,0.0047918272,0.0458988,0.01,0.0038763939,0.0112559757,0.0,604.6694,3.8431982829933986e-05,1.194909964397084e-05,3.6527198972180486e-05
0.0047559437,0.0015457254,0.0041012,0.01,0.0002792319,0.0004906414,0.0,4.064319,9.698220537757152e-07,6.436999910874874e-07,7.254000138345873e-07
0.0047926855,-0.0015572146,0.0458988,0.01,0.0108227152,-0.0036008167,0.0,615.5891,3.9330294384853914e-05,3.738550003618002e-05,-1.2214600246807095e-05
0.0002449166,0.004567979,0.05,0.01,-0.0011329244,-0.0044914414,0.0453806459,0.0,0.0,0.0,0.0
0.000245379,-0.0045669889,0.0,0.01,-0.0008446078,0.0010189862,-0.0046397196,0.0,0.0,0.0,0.0
0.0040778111,0.0020709667,0.05,0.01,-0.0035827192,-0.0021883297,0.0574810621,0.0,0.0,0.0,0.0
0.0040769222,-0.0020692111,0.0,0.01,-0.0007168597,0.000252413,-0.0046586622,0.0,0.0,0.0,0.0
-0.0020725463,-0.004078087,0.0,0.01,0.0001052953,0.0008961616,-0.0028951411,0.0,0.0,0.0,0.0
-0.0020713554,0.004076668,0.05,0.01,0.0045753322,-0.0065736382,0.0397791953,0.0,0.0,0.0,0.0
-0.0050068026,-1.5063e-06,0.048983,0.01,-0.0057865104,5.63387e-05,0.0,133.845,6.8827375798719e-06,-6.882699835841777e-06,2.2700000101849582e-08
-0.0049823142,-0.0005223327,0.0486828,0.01,-0.0075300788,-0.0006972508,0.0,192.452,9.661772310209926e-06,-9.614200280338991e-06,-9.576000365996151e-07
-0.0050001603,9.8e-08,0.001,0.01,1.67552e-05,-0.0001142858,0.0,4.080483,1.8788318811857607e-07,-1.6030000438149727e-07,9.8000001003129e-08
-0.004972943,0.0005215169,0.0013172,0.01,4.23399e-05,-0.0001440233,0.0,2.378209,2.813471837725956e-07,-2.4299998813148704e-07,1.4180000107444357e-07
-1.7385e-06,0.0049999658,0.0015247,0.01,2.83822e-05,-0.0001542699,0.0,-1.539125,1.1481201767082894e-07,1.096000019629173e-07,-3.419999927700701e-08
-1.7347e-06,-0.0050114903,0.0484753,0.01,0.0003217189,-0.0091006152,0.0,244.6084,1.1490859833429568e-05,1.1339999872461703e-07,-1.1490299584693275e-05
0.0026447889,-0.0025807444,0.05,0.01,-0.0047980697,0.0014327021,0.147154436,0.0,0.0,0.0,0.0
0.0022179,-0.0023696,0.05,0.01,-0.0028843746,0.0002118919,0.1545968282,0.0,0.0,0.0,0.0
0.0026447889,0.0025807444,0.0,0.01,0.0029045604,0.0033527717,-4.6446e-05,0.0,0.0,0.0,0.0
0.0022179,0.0023696,0.0,0.01,0.0032261445,0.0030674476,0.0025529919,0.0,0.0,0.0,0.0
-0.0003887731,-0.0040722,0.05,0.01,0.0011896163,0.0085328654,0.1304520074,0.0,0.0,0.0,0.0
-2.62269e-05,-0.0036593981,0.05,0.01,0.0008741494,0.0085613851,0.1490814093,0.0,0.0,0.0,0.0
-0.0003887731,0.0040722,0.0,0.01,0.0013410308,-0.0002301873,-0.0060411012,0.0,0.0,0.0,0.0
-2.90891e-05,0.0036448,0.0,0.01,0.0001029273,0.0031689363,-0.0001409232,0.0,0.0,0.0,0.0
0.0025115556,0.0038101444,0.0,0.01,-0.0009739791,-0.0008230771,-0.0043740247,0.0,0.0,0.0,0.0
0.0025115556,-0.0038101444,0.05,0.01,-0.003923992,0.0024276411,0.0358528745,0.0,0.0,0.0,0.0
-0.0048916202,-0.001037026,0.0033986,0.01,0.0004987525,-0.0003056679,0.0,1.937373,6.334382760542212e-07,-4.2019999568765343e-07,4.7399998948094435e-07
-0.0049220575,0.0010442917,0.0466014,0.01,-0.0134236868,0.0029869491,0.0,488.4492,3.159608240821399e-05,-3.085749995079823e-05,6.791699888708536e-06
-0.0010437836,-0.0049218165,0.0466014,0.01,-0.0022427156,-0.0135067845,0.0,477.2205,3.123470742139034e-05,-6.183599907672033e-06,-3.061649840674363e-05
-0.0010374705,0.0048910732,0.0033986,0.01,-0.000158249,-8.10715e-05,0.0,-1.171576,1.8124151779375097e-07,1.294999947276665e-07,-1.2680000338605169e-07
0.0015901,-0.0011014,0.05,0.01,-0.000470532,-0.0001101911,0.1566671389,0.0,0.0,0.0,0.0
0.0015901,0.0011014,0.0,0.01,0.0021607821,0.0014179019,0.0039612792,0.0,0.0,0.0,0.0
-0.0041330842,0.0003589471,0.0,0.01,0.0016665242,0.0004539934,-0.0092533153,0.0,0.0,0.0,0.0
-0.0042445,-2.15753e-05,0.0,0.01,0.0025478532,7.79702e-05,-0.0105428775,0.0,0.0,0.0,0.0
-0.0038561167,-2.74689e-05,0.0,0.01,-0.0020669569,0.0004789509,-0.0010656599,0.0,0.0,0.0,0.0
-0.0041303795,-0.0003555865,0.05,0.01,0.0110140565,1.73327e-05,0.1311643673,0.0,0.0,0.0,0.0
-0.0042445,2.15753e-05,0.05,0.01,0.0117027686,-0.0016647225,0.1298905676,0.0,0.0,0.0,0.0
-0.003854387,2.83755e-05,0.05,0.01,0.0080640046,-0.002264783,0.1478544147,0.0,0.0,0.0,0.0
-0.0047620392,-0.0015245786,0.0012018,0.01,9.6656e-06,-0.0001811494,0.0,4.477886,1.8470137774784234e-07,-1.3919999730660493e-07,1.2140000649196736e-07
-0.0047701372,0.001527384,0.0487982,0.01,-0.0066271688,0.0022138617,0.0,160.0787,8.663447260914836e-06,-8.237199836003128e-06,2.6840000373340445e-06
0.0025218552,0.0043606492,0.0460187,0.01,0.0064595724,0.0109109528,0.0,570.6608,3.7356785469455644e-05,1.8855200323741883e-05,3.224920146749355e-05
0.00205219,0.0046034779,0.0457122,0.01,0.0047287345,0.0101456152,0.0,593.6791,4.021428321721032e-05,1.6489999325131066e-05,3.667789860628545e-05
0.0025029494,-0.0043277157,0.0039813,0.01,-0.0008916778,0.0002804858,0.0,0.7121552,6.861682209091668e-07,-5.0600000633949094e-08,6.843000051048875e-07
0.0020356022,-0.0045660713,0.0042878,0.01,-0.0009954047,9.85814e-05,0.0,1.583461,7.352336410804128e-07,-9.779999743386725e-08,7.287000016731326e-07
0.004361604,-0.0025220811,0.0460187,0.01,0.0102989331,-0.0063671429,0.0,568.5104,3.8296137063298374e-05,3.320399991935119e-05,-1.9081100617768243e-05
0.0046044637,-0.0020525651,0.0457122,0.01,0.0095723471,-0.0044834225,0.0,613.3439,4.122648169868626e-05,3.766369991353713e-05,-1.6765099644544534e-05
0.0043290507,0.0025037342,0.0039813,0.01,0.0005791153,0.0005713632,0.0,5.19088,9.81050561676966e-07,6.506999739031016e-07,7.342000003518478e-07
0.0045674765,0.002036555,0.0042878,0.01,0.0003979511,0.0005395566,0.0,4.614369,1.0137441677215975e-06,6.765000080122263e-07,7.549999736511381e-07
-0.0015250679,0.0047616245,0.001202,0.01,-1.77917e-05,-5.14103e-05,0.0,2.25775,8.20406000912044e-08,3.210000087960907e-08,-7.549999736511381e-08
-0.0015276476,-0.0047698311,0.048798,0.01,-0.0018771631,-0.0065599815,0.0,175.0385,8.520860319549683e-06,-2.547599933677702e-06,-8.131100003083702e-06
-0.0048926279,-0.0010311075,0.000981517,0.01,5.4979e-06,-0.0001287541,0.0,-1.485978,1.5784378604166704e-07,-1.278999945952819e-07,9.25000023244138e-08
-0.0048989304,0.001032599,0.0490185,0.01,-0.0054786924,0.0012323954,0.0,110.4565,6.5808239924081136e-06,-6.430399935197784e-06,1.398999984303373e-06
0.0049229332,-0.0010434019,0.0465777,0.01,0.0129970835,-0.0028001905,0.0,485.0001,3.2258463761536404e-05,3.153319994453341e-05,-6.801899871788919e-06
0.0048919151,0.0010372195,0.0034223,0.01,0.0002110869,0.0004124568,0.0,5.219931,8.056725278038357e-07,5.150999982106441e-07,6.194999855324568e-07
0.0010434163,0.0049222144,0.0465776,0.01,0.0029752102,0.0132137712,0.0,484.7021,3.161448330502026e-05,6.616300197492819e-06,3.091440157731995e-05
0.0010366574,-0.0048908027,0.0034224,0.01,-0.0008466363,-0.0003329574,0.0,0.6883823,5.173413342163258e-07,-1.4260000114063587e-07,4.972999931851518e-07
-0.0014565,-0.001069,0.05,0.01,0.0002556379,0.0002912482,0.1575180467,0.0,0.0,0.0,0.0
-0.0014565,0.001069,0.0,0.01,-0.0025701522,0.0015161748,0.003888345,0.0,0.0,0.0,0.0
0.0048918859,0.0010375838,0.0039105,0.01,0.0001499705,0.0004290656,0.0,1.101344,9.004783692034835e-07,5.859000111740897e-07,6.838000103925879e-07
0.004927799,-0.0010447535,0.0460895,0.01,0.0119207403,-0.00252474,0.0,563.769,3.733436096808873e-05,3.649900099844672e-05,-7.853500392229762e-06
0.00103684,-0.0048907165,0.0039105,0.01,-0.0009520036,-0.0004262355,0.0,0.03597288,6.050390766176861e-07,-1.5999999902760464e-07,5.835000251863676e-07
0.0010446214,0.0049270789,0.0460895,0.01,0.0027651593,0.0121563013,0.0,568.7867,3.6581626773113385e-05,7.621400072821416e-06,3.5778899473370984e-05
